Date,Tweet,City,Country
Tue Mar 27 18:09:15 +0000 2018,"RT @WGNNews: Second wave of flu may be on the way, CDC warns ",none,none
Tue Mar 27 18:09:35 +0000 2018,@957thegame Should we be concerned about Draymond? This flu has been hanging on for a few days now.,none,none
Tue Mar 27 18:09:39 +0000 2018,RT @LetsGoWarriors: Draymond not here and that's because he still has flu-like symptoms and is now doubtful (was probable). Casspi still ou…,none,none
Tue Mar 27 18:09:50 +0000 2018,Flu cases prompt visit restriction at Wrexham hospital ,none,none
Tue Mar 27 18:10:00 +0000 2018,"When it comes to cold and flu prevention, plan to keep your indoor air healthy and humidified at all times. Improved air quality = improved health.  ",none,none
Tue Mar 27 18:10:17 +0000 2018,just had to take Tylenol cold and flu nighttime because my mother doesn’t love me enough to bring me medicine to work.,none,none
Tue Mar 27 18:10:25 +0000 2018,"RT @CatsProtection: Stormzy arrived very ill with cat flu. Left untreated, this condition can kill. Please will you give life-saving care t…",none,none
Tue Mar 27 18:10:26 +0000 2018,Fuck. My. Life. ,none,none
Tue Mar 27 18:10:32 +0000 2018,CDC Warns Of New Flu Strain That's More Severe For Kids  ,none,none
Tue Mar 27 18:10:34 +0000 2018,"@AngrySplashLady Feel better. I remember, our daughter was still a newborn when the swine flu was going around and we all got it. Not at all fun! ",none,none
Tue Mar 27 18:10:54 +0000 2018,RT @michellen2020: Cuteness overload alert! Little ladies Sahara &amp; Savannah are looking for their first #foreverhome this #tunatuesday Plea…,none,none
Tue Mar 27 18:10:56 +0000 2018,"Me:
-Flu
-Fiber
-Tired af
-No laptop
-No phone",none,none
Tue Mar 27 18:11:17 +0000 2018,"Ima misfit, dipshit , fish stick, six whips ... times 2 , I’m cold .. swine flu , must I remind you. @whatisnudoin",San Jose,US
Tue Mar 27 18:11:21 +0000 2018,emergen-c packets ended the swine flu pandemic,none,none
Tue Mar 27 18:11:27 +0000 2018,mans needs water in the  helps a lot ,none,none
Tue Mar 27 18:12:01 +0000 2018,Flu removal kit. And some  Supernatural. @cw_spn if this doesn’t work then I don’t know what will. ,none,none
Tue Mar 27 18:12:09 +0000 2018,The stomach flu is a plague.,none,none
Tue Mar 27 18:12:17 +0000 2018,RT @SamLandsberger: This is NOT sugar. Bancroft stitched up here. Understand it is chewing gum. Aussies use spoons to serve chewie and nuts…,none,none
Tue Mar 27 18:12:25 +0000 2018,@_sam_jonesss Get ready for keto flu. It SUCKS!,none,none
Tue Mar 27 18:12:25 +0000 2018,RT @LetsGoWarriors: Draymond not here and that's because he still has flu-like symptoms and is now doubtful (was probable). Casspi still ou…,none,none
Tue Mar 27 18:12:40 +0000 2018,"@Turin_Luca Luca, I had this in my left nostril during flu a couple of weeks ago! It completely freaked me out as I was convinced function would not return. Eventually I managed to detect Baghari while covering my right nostril, and then it all came back.",none,none
Tue Mar 27 18:12:46 +0000 2018,My daughter  has the flu so I'm letting her lick the envelopes of all my credit card bills…,none,none
Tue Mar 27 18:12:56 +0000 2018,"@reece_youngking Now this ish right here is what I'm talking about @AreeceSA...
Not that #Ksazobalit crap that's been doing the rounds like a flu bug",none,none
Tue Mar 27 18:13:12 +0000 2018,@Support_NRA I started reading ...Scarry Stuff that mind control amongst other experiments. There has been Chemical substances recently that have been dropped on smaller rural communities.  People have gotten sick ...flu like symptoms...but nobody knows n,none,none
Tue Mar 27 18:13:18 +0000 2018,RT @SamLandsberger: This is NOT sugar. Bancroft stitched up here. Understand it is chewing gum. Aussies use spoons to serve chewie and nuts…,none,none
Tue Mar 27 18:13:28 +0000 2018,"RT @KPSCALnews: The flu can lead to serious illness. Protect yourself and others. For more info, visit  ",none,none
Tue Mar 27 18:13:37 +0000 2018,"RT @StoolsGame: Our apologies, @StoolsGame radio broadcast is postponed due to illness! It will be rescheduled soon, and we hope you will t…",none,none
Tue Mar 27 18:13:43 +0000 2018,RT @Mugnificent: Clearly this guy has never sat in a taxi and felt his tummy make that dios rumble ,none,none
Tue Mar 27 18:13:48 +0000 2018,RT @MarkG_Medina: Draymond Green is doubtful because of flu like symptoms/throat infection,none,none
Tue Mar 27 18:13:50 +0000 2018,RT @KING5Seattle: CDC says 2nd wave of flu virus B has started  ,none,none
Tue Mar 27 18:13:52 +0000 2018,"Oh Boy! Here we go again. As if the 1st round of flu season wasn't deadly enough, the CDC is warning that a 2nd round of the flu virus is upon us. This one is a strain B and is more deadly to children then strain A. ",none,none
Tue Mar 27 18:14:10 +0000 2018,"I'm going to start calling in sick to work with ""flu-like symptoms"" ",none,none
Tue Mar 27 18:14:13 +0000 2018,"Oh Boy! Here we go again. As if the 1st round of flu season wasn't deadly enough, the CDC is warning that a 2nd round of the flu virus is upon us. This one is a strain B and is more deadly to children then strain A. ",none,none
Tue Mar 27 18:14:19 +0000 2018,RT @KP24: Flu - MAN DOWN! ,none,none
Tue Mar 27 18:14:24 +0000 2018,"Can’t remember if I took echinacea this morning, so let me go ahead and take two right now. I can feel the wook flu lurking in Chicago already. ",none,none
Tue Mar 27 18:14:33 +0000 2018,RT @SamLandsberger: This is NOT sugar. Bancroft stitched up here. Understand it is chewing gum. Aussies use spoons to serve chewie and nuts…,none,none
Tue Mar 27 18:14:35 +0000 2018,@maddlesmouse Feel better! Hopefully it's not the flu,none,none
Tue Mar 27 18:14:44 +0000 2018,@stanpappy Other than the flu shot trueeeee,none,none
Tue Mar 27 18:15:04 +0000 2018,RT @LetsGoWarriors: Draymond not here and that's because he still has flu-like symptoms and is now doubtful (was probable). Casspi still ou…,none,none
Tue Mar 27 18:15:13 +0000 2018,RT @OscilloUSA: #Fatigue? Body aches? Chills? Take #Oscillo at the 1st signs of flu-like symptoms.   ,none,none
Tue Mar 27 18:15:13 +0000 2018,"Powerful #healing solutions and #ingredients to help you stay #healthy while the #flu continues to spread #fluseason
 ",none,none
Tue Mar 27 18:15:20 +0000 2018,"RT @CDCFlu: Overall, H3N2 flu viruses have predominated this season, but latest #FluView shows influenza B viruses are now more common than…",none,none
Tue Mar 27 18:15:26 +0000 2018,"RT @MSU_FSNHP: A Second Wave of #Flu May Be On the Way, CDC Warns - TIME  #health #medicine #publ…",none,none
Tue Mar 27 18:15:28 +0000 2018,My Doctor insisted that I take one. I told him I'm not sick I was so annoyed coz I didn't go there for flu vaccine. Yhu ha.a doctors are scams kwabona ,none,none
Tue Mar 27 18:15:33 +0000 2018,"Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty much everything except the heart.",none,none
Tue Mar 27 18:15:33 +0000 2018,"@madotsukki Yeah. Turns out i got a pretty bad stomach flu
I got medicated and feel a bit better now, dont worry!",none,none
Tue Mar 27 18:15:33 +0000 2018,"@Annie_FTtBR @Books_to_get I went through the awful fever flu in January. Seriously awful, I hope you don’t get it!",none,none
Tue Mar 27 18:15:45 +0000 2018,@Stormzy1 Can you help your namesake? ,none,none
Tue Mar 27 18:15:50 +0000 2018,@inihelene I don't know why you hate me so much and keep blocking me. I only said to get well soon from the flu and I am being polite and nice to you cause I didn't saying anything bad ines hurts my feelings.,none,none
Tue Mar 27 18:15:52 +0000 2018,RT @OscilloUSA: #Garlic is one #superfood that may help ward off colds or #flu! Learn more at  #WellnessNaturally h…,none,none
Tue Mar 27 18:15:54 +0000 2018,CDC warns of second wave of flu virus ,none,none
Tue Mar 27 18:16:12 +0000 2018,RT @WYWFred: Kmart Pharmacy Delivers Thousands of Flu Vaccines to Puerto Rico ,none,none
Tue Mar 27 18:16:17 +0000 2018,CDC Warns Of New Flu Strain That's More Severe For Kids ,none,none
Tue Mar 27 18:16:24 +0000 2018,Quality day to get the flu ,none,none
Tue Mar 27 18:16:36 +0000 2018,"Withdrawal symptoms are flu, achy, headaches, moodswings and dizziness which has meant I’ve been in bed all day crying in pain and feeling depressive. It’s great  today is just a write off for me, smack on a smile for work tomorrow ",none,none
Tue Mar 27 18:16:36 +0000 2018,#Flu  #theflu #influenza  - FOX5MedicalTeam,none,none
Tue Mar 27 18:16:37 +0000 2018,@jlawsus the greatest showman deserves every single one of those stars and i has the flu and was delusional when i watched ss so stop mocking sick people u monster ,none,none
Tue Mar 27 18:16:42 +0000 2018,Uh oh... ,none,none
Tue Mar 27 18:16:45 +0000 2018,RT @kiss1041fm: CDC warns of second wave of flu virus ,none,none
Tue Mar 27 18:17:20 +0000 2018,CDC says 2nd wave of #flu virus B has started ,none,none
Tue Mar 27 18:17:25 +0000 2018,RT @Protectcare: Doctors couldn't figure out what was wrong with 9-year-old Fernando — until they realized he had a disease that fewer than…,none,none
Tue Mar 27 18:17:26 +0000 2018,"RT @MontePooleNBCS: Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty mu…",none,none
Tue Mar 27 18:17:34 +0000 2018,RT @healthalertlive: #Flu  #theflu #influenza  - FOX5MedicalTeam,none,none
Tue Mar 27 18:17:49 +0000 2018,RT @CDCFlu: #FluFact: Did you know #flu viruses are named in part based on where and when they are originally collected? Learn more: ,none,none
Tue Mar 27 18:17:51 +0000 2018,@youresoartdeco @jlawsus I HAD. THE FLU... I WASNT IN MY RIGHT MIND,none,none
Tue Mar 27 18:17:55 +0000 2018,"RT @MontePooleNBCS: Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty mu…",none,none
Tue Mar 27 18:17:56 +0000 2018,"RT @CDCFlu: Latest #FluView: The number of states reporting widespread or high flu activity continues to drop significantly, but several st…",none,none
Tue Mar 27 18:18:01 +0000 2018,CDC says 2nd wave of flu virus B has started ,none,none
Tue Mar 27 18:18:02 +0000 2018,The number of pediatric deaths is at five. ,none,none
Tue Mar 27 18:18:16 +0000 2018,"It’s still flu season. Things that can boost your immunity include better stress management, exercise, getting adequate sleep, and proper nutrition. #NationalNutritionMonth  ",none,none
Tue Mar 27 18:18:28 +0000 2018,Oh no!! ,Chicago,US
Tue Mar 27 18:18:29 +0000 2018,"The flu has been particularly bad this year. While we can provide you with a deep clean to disinfect your workplace, we also encourage you to stay home and rest! ",none,none
Tue Mar 27 18:18:30 +0000 2018,Yay for the stomach flu. Aiden and I both have it.,none,none
Tue Mar 27 18:18:33 +0000 2018,"RT @WGNNews: Second wave of flu may be on the way, CDC warns ",none,none
Tue Mar 27 18:18:43 +0000 2018,Omg @Money23Green this is no joke. Please get healthy. Take care of yourself. Dubnation needs you bro. ,none,none
Tue Mar 27 18:18:47 +0000 2018,This flu better go away before Saturday,none,none
Tue Mar 27 18:18:56 +0000 2018,"RT @pedialyte: You haven't had the stomach flu this bad since 4th grade. But, don't worry—we'll help you rehydrate like it's 1995  ",none,none
Tue Mar 27 18:18:57 +0000 2018,"RT @MontePooleNBCS: Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty mu…",none,none
Tue Mar 27 18:18:59 +0000 2018,Hardest genetics exam of the semester today and I get the stomach flu. WTF.,Livonia,US
Tue Mar 27 18:19:24 +0000 2018,OraSure Quick Flu-  ,none,none
Tue Mar 27 18:19:30 +0000 2018,@RenzoCuray @oh_its_sehunnie @ColIegeStudent I'm not even stem and I've only missed 1 class because I had the flu. Like... Geez,none,none
Tue Mar 27 18:19:34 +0000 2018,"@jcampoosss If you throw up, go to doc or hospital. Can be signs of early flu symptoms",none,none
Tue Mar 27 18:19:41 +0000 2018,"RT @13Tink5: Dances in the rain
Gets flu",none,none
Tue Mar 27 18:19:52 +0000 2018,hi I have the flu and I feel like death,none,none
Tue Mar 27 18:19:55 +0000 2018,Trying to get over the stomach flu so I can get to City Council meeting. I should be back up and running tomorrow but I am watching the Council meeting live on line so I am up to speed.,none,none
Tue Mar 27 18:19:57 +0000 2018,I want to live in a world that women don't find it a blessing to be sick (stomach bug/flu) because they believe they might lose a few lbs.,none,none
Tue Mar 27 18:19:58 +0000 2018,RT @Matt_Downton: The @bonniegillespie email today is SPOT ON! Totally been feeling drained lately (bloody flu!) and these five tips are an…,none,none
Tue Mar 27 18:20:06 +0000 2018,CDC: Second wave of flu virus B happening now  ,none,none
Tue Mar 27 18:20:04 +0000 2018,CDC says 2nd wave of flu virus B has started ,none,none
Tue Mar 27 18:20:11 +0000 2018,@brikxyi Then put on a jacket you can catch a flu,none,none
Tue Mar 27 18:20:12 +0000 2018,RT @nthornberry10: Oh yea!! Flu &amp; pneumonia!!! #Tuskegee_RYS18 ,none,none
Tue Mar 27 18:20:34 +0000 2018,@RBoydBarrett @chezmik Poor divils in Salisbury got an awful dose of the avian flu...,none,none
Tue Mar 27 18:20:51 +0000 2018,"RT @957thegame: Draymond Green (flu like symptoms) downgraded to doubtful for #Warriors tonight vs. Pacers. 

Omri Casspi (sprained right a…",none,none
Tue Mar 27 18:21:00 +0000 2018,"I still don’t have tickets for the XI game.
This FLU is beating the shit out of me. Still going tho, ticket search starts now. Yo @LSIQPR we going or what?!",none,none
Tue Mar 27 18:21:04 +0000 2018,Fantastic.  ,none,none
Tue Mar 27 18:21:05 +0000 2018,20 children have already died of the flu this season. ,none,none
Tue Mar 27 18:21:09 +0000 2018,"RT @Jandalize: That's not love in the air, it's the flu.",none,none
Tue Mar 27 18:21:11 +0000 2018,CDC says 2nd wave of flu virus B has started ,none,none
Tue Mar 27 18:21:16 +0000 2018,RT @FlyGrayStreak: That too! #Tuskegee_RYS18 ,none,none
Tue Mar 27 18:21:18 +0000 2018,"RT @pfcryer: Single jab that protects against all strains of flu for 10 years could be available on the NHS in just two years

",none,none
Tue Mar 27 18:21:19 +0000 2018,Who THE FUCK has given me a cold and the flu AGAIN,none,none
Tue Mar 27 18:21:20 +0000 2018,Lord give me a stomach flu bc I need to lose about 15 pounds,none,none
Tue Mar 27 18:21:21 +0000 2018,RT @FOX8NOLA: CDC: Second wave of flu virus B happening now  ,none,none
Tue Mar 27 18:21:43 +0000 2018,I swear this flu gets worse every day ,Seshego,ZA
Tue Mar 27 18:21:51 +0000 2018,"I also didn’t sleep much at all last night so. And I still have a lingering cough but the flu is gone, but I think that my energy from beforehand is still recovering",none,none
Tue Mar 27 18:22:06 +0000 2018,i feel a flu coming,none,none
Tue Mar 27 18:22:12 +0000 2018,"@Dom_DeMoss welcome to teaching  in my first couple months, i got strep, flu, two colds, and pink eye  literally the worst",none,none
Tue Mar 27 18:22:17 +0000 2018,RT @FlyGrayStreak: That too! #Tuskegee_RYS18 ,none,none
Tue Mar 27 18:22:27 +0000 2018,"Having had a vicious attack of Influenza B myself, can vouch for the virulence of the strain ",none,none
Tue Mar 27 18:22:28 +0000 2018,RT @SHRMnextchat: #Nextchat: Forget Flu Season. It’s the ‘Incivility Bug’ That’s Wiping Out Your Workforce!  … with…,none,none
Tue Mar 27 18:22:30 +0000 2018,so sick with a stomach flu yesterday that brie wouldn't even come near me.,none,none
Tue Mar 27 18:22:35 +0000 2018,"I don’t tell anyone this but when someone doubts me, my inner monologue is “try and stop me, bitch! I survived swine flu and my vagina bleeds for 5-6 days straight once every month.”",none,none
Tue Mar 27 18:22:36 +0000 2018,@littlenewsnetwk @AtomsksSanakan @MonkeyMyBack @EcoSenseNow @wlbeeton @ubikkgoat @craigthomler @ARuighaver @GillesnFio @jamesb_bkk @FriendsOScience @FrankChanged @NoelTurner194 @Karajavuori @JoseSanzPinel @JuPe_EU @Scipiodelmundo @davey1233 @PeteG1001 @jo,none,none
Tue Mar 27 18:22:39 +0000 2018,"RT @MLive: CDC warns of second flu strain across US, child deaths up to 133 ",none,none
Tue Mar 27 18:22:50 +0000 2018,"I think I had the flu last week and I legit just was acting like I had sinus problems. Smh. But I got better really fast. Im telling y’all keep y’all gallbladder’s, kidneys, tonsils, and wisdom teeth  cuz when your body needs to be on defense but you only have one kidney",none,none
Tue Mar 27 18:22:51 +0000 2018,RT @CDCFlu: #FluFact: Did you know #flu viruses are named in part based on where and when they are originally collected? Learn more: ,none,none
Tue Mar 27 18:22:54 +0000 2018,Someone has jinxed the warriors stars. ,none,none
Tue Mar 27 18:23:01 +0000 2018,"After visiting a Malaria area; seek immediate medical attention and a Malaria test if you have any ‘flu-like’ symptoms for up to six months after leaving a Malaria area.
Inform your doctor of your travel history even if it was only for one day 
#readytobeatmalaria #malaria",none,none
Tue Mar 27 18:23:08 +0000 2018,RT @JOYNER_XVI: My biggest fear is going to a Doctor thinking you have a flu or something small but you end up with a whole cancer or somet…,none,none
Tue Mar 27 18:23:17 +0000 2018,"fire cider is a great way to ""let your food be your medicine"" and ward off cold and flu symptoms.  via @homesteadhippy",none,none
Tue Mar 27 18:23:18 +0000 2018,the flu is weird bc it takes away your taste for food completely but you still gotta nourish yourself but everything looks repulsive what kind of twisted reality is this,none,none
Tue Mar 27 18:23:31 +0000 2018,"RT @mnhealth: We’re marking the 100 year anniversary of the deadly 1918 #flu pandemic with a panel discussion, including our director of in…",none,none
Tue Mar 27 18:23:34 +0000 2018,"RT @MontePooleNBCS: Draymond Green’s physical challenges, in order, that we know of: R shoulder, pelvis, flu. Knees flare up too. Pretty mu…",none,none
Tue Mar 27 18:23:34 +0000 2018,RT @TonyaFrancisco: Oh no!! ,none,none
Tue Mar 27 18:23:47 +0000 2018,I got the flu boys ,none,none
Tue Mar 27 18:23:56 +0000 2018,"i can do stupid shitposts while enjoying this fever but i can't do any actual 'work' on my demo accounts and whatnots

i need to offload this $flu asap - any takers? i promise not to marketdump on you",none,none
Tue Mar 27 18:24:06 +0000 2018,@dazmansfield I fucking hate international break .... but it’s preferable to the nausea and stomach flu Chels v Front Wheels will give me on the weekend.,Chelmsford,GB
Tue Mar 27 18:24:26 +0000 2018,"RT @OakHill_: Dr: I’m sorry sir, it seems you have the extremely virulent Spanish Flu.

Me: Is it treatable with meds?

Dr: Yes, we just ha…",none,none
Tue Mar 27 18:24:39 +0000 2018,the flu can have me the week after next i NEED a clean bill of health for the next week okay,none,none
Tue Mar 27 18:24:41 +0000 2018,oh my FUCKING GOD. I jusdt realized I completely forgot over my other essays and the flu that I have to hand in two summaries of some REALLY RIDICULOUSLY LONG book chapters until friday. I am FUCKING DONE.,none,none
Tue Mar 27 18:24:42 +0000 2018,"Wanted to get back into videos but now i have flu and i crave sweet death right now. On the bright side though, getting human internet installed tomorrow so i can finally stream again. ",none,none
Tue Mar 27 18:24:45 +0000 2018,"@rgay I love those + a contagion movie, ebola, flu, whatever. LOVE!",none,none
Tue Mar 27 18:24:44 +0000 2018,"RT @HelenBranswell: My health car provider just sent me an email telling me it's not too late to get a flu shot. With all due respect, the…",none,none
Tue Mar 27 18:25:00 +0000 2018,@bob_jurmain @AtomsksSanakan @MonkeyMyBack @EcoSenseNow @wlbeeton @ubikkgoat @craigthomler @ARuighaver @GillesnFio @jamesb_bkk @FriendsOScience @FrankChanged @NoelTurner194 @Karajavuori @JoseSanzPinel @JuPe_EU @Scipiodelmundo @davey1233 @PeteG1001 @johnmu,none,none
Tue Mar 27 18:25:07 +0000 2018,RT @NFIDvaccines: #Flu season isn’t over yet. DYK that diabetics are at a higher risk of flu complications? #DiabetesAlertDay #FightFlu  ,none,none
